source_survey_itemID	target_survey_itemID	Study	module	item_type	item_name	item_value	source_text	target_text
ESS_R04_2008_ENG_SOURCE_0	ESS_R04_2008_GER_AT_0	ESS_R04_2008	A - Media; social trust	INSTRUCTION	A1		CARD 1	Karte 1
ESS_R04_2008_ENG_SOURCE_2	ESS_R04_2008_GER_AT_2	ESS_R04_2008	A - Media; social trust	INSTRUCTION	A1		Please use this card to answer.	Bitte verwenden Sie diese Karte zur Beantwortung.
ESS_R04_2008_ENG_SOURCE_1	ESS_R04_2008_GER_AT_1	ESS_R04_2008	A - Media; social trust	REQUEST	A1		On an average weekday, how much time, in total, do you spend watching television?	Wie viel Zeit verbringen Sie an einem normalen Wochentag insgesamt mit Fernsehen?
ESS_R04_2008_ENG_SOURCE_3	ESS_R04_2008_GER_AT_3	ESS_R04_2008	A - Media; social trust	RESPONSE	A1	0	No time at all	gar keine Zeit
ESS_R04_2008_ENG_SOURCE_4	ESS_R04_2008_GER_AT_4	ESS_R04_2008	A - Media; social trust	RESPONSE	A1	1	Less than ½ hour	weniger als 0.5 Stunde
ESS_R04_2008_ENG_SOURCE_5	ESS_R04_2008_GER_AT_5	ESS_R04_2008	A - Media; social trust	RESPONSE	A1	2	½ hour to 1 hour	mehr als 0.5 Stunde, bis zu 1 Stunde
ESS_R04_2008_ENG_SOURCE_6	ESS_R04_2008_GER_AT_6	ESS_R04_2008	A - Media; social trust	RESPONSE	A1	3	More than 1 hour, up to 1½ hours	mehr als 1 Stunde, bis zu 1.5 Stunden
ESS_R04_2008_ENG_SOURCE_7	ESS_R04_2008_GER_AT_7	ESS_R04_2008	A - Media; social trust	RESPONSE	A1	4	More than 1½ hours, up to 2 hours	mehr als 1.5 Stunden, bis zu 2 Stunden
ESS_R04_2008_ENG_SOURCE_8	ESS_R04_2008_GER_AT_8	ESS_R04_2008	A - Media; social trust	RESPONSE	A1	5	More than 2 hours, up to 2½ hours	mehr als 2 Stunden, bis zu 2.5 Stunden
ESS_R04_2008_ENG_SOURCE_9	ESS_R04_2008_GER_AT_9	ESS_R04_2008	A - Media; social trust	RESPONSE	A1	6	More than 2½ hours, up to 3 hours	mehr als 2.5 Stunden, bis zu 3 Stunden
ESS_R04_2008_ENG_SOURCE_10	ESS_R04_2008_GER_AT_10	ESS_R04_2008	A - Media; social trust	RESPONSE	A1	7	More than 3 hours	3 Stunden und mehr
ESS_R04_2008_ENG_SOURCE_11	ESS_R04_2008_GER_AT_11	ESS_R04_2008	A - Media; social trust	RESPONSE	A1	888	Don't know	Weiß nicht
ESS_R04_2008_ENG_SOURCE_12	ESS_R04_2008_GER_AT_12	ESS_R04_2008	A - Media; social trust	RESPONSE	A1	777	Refusal	keine Antwort
ESS_R04_2008_ENG_SOURCE_13	ESS_R04_2008_GER_AT_13	ESS_R04_2008	A - Media; social trust	INSTRUCTION	A2		STILL CARD 1	Weiter Karte 1
ESS_R04_2008_ENG_SOURCE_15	ESS_R04_2008_GER_AT_15	ESS_R04_2008	A - Media; social trust	INSTRUCTION	A2		Still use this card.	Verwenden Sie weiterhin diese Karte.
ESS_R04_2008_ENG_SOURCE_14	ESS_R04_2008_GER_AT_14	ESS_R04_2008	A - Media; social trust	REQUEST	A2		And again on an average weekday, how much of your time watching television is spent watching news or programmes about politics and current affairs?	Wenn Sie wieder an einen normalen Wochentag denken, wie viel von Ihrer Fernsehzeit verbringen Sie damit, sich Nachrichten oder Sendungen über Politik und über das aktuelle Geschehen anzusehen?
ESS_R04_2008_ENG_SOURCE_16	ESS_R04_2008_GER_AT_16	ESS_R04_2008	A - Media; social trust	RESPONSE	A2	0	No time at all	gar keine Zeit
ESS_R04_2008_ENG_SOURCE_17	ESS_R04_2008_GER_AT_17	ESS_R04_2008	A - Media; social trust	RESPONSE	A2	1	Less than ½ hour	weniger als 0.5 Stunde
ESS_R04_2008_ENG_SOURCE_18	ESS_R04_2008_GER_AT_18	ESS_R04_2008	A - Media; social trust	RESPONSE	A2	2	½ hour to 1 hour	mehr als 0.5 Stunde, bis zu 1 Stunde
ESS_R04_2008_ENG_SOURCE_19	ESS_R04_2008_GER_AT_19	ESS_R04_2008	A - Media; social trust	RESPONSE	A2	3	More than 1 hour, up to 1½ hours	mehr als 1 Stunde, bis zu 1.5 Stunden
