source_survey_itemID	target_survey_itemID	Study	module	item_type	item_name	item_value	source_text	target_text
ESS_R03_2006_ENG_SOURCE_0		ESS_R03_2006	A - Media; social trust	INSTRUCTION	A1		CARD 1	
ESS_R03_2006_ENG_SOURCE_2	ESS_R03_2006_GER_AT_1	ESS_R03_2006	A - Media; social trust	INSTRUCTION	A1		Please use this card to answer.	Bitte verwenden Sie diese Karte zur Beantwortung.
ESS_R03_2006_ENG_SOURCE_1	ESS_R03_2006_GER_AT_0	ESS_R03_2006	A - Media; social trust	REQUEST	A1		On an average weekday, how much time, in total, do you spend watching television?	Wie viel Zeit verbringen Sie an einem normalen Wochentag insgesamt mit Fernsehen?
ESS_R03_2006_ENG_SOURCE_3	ESS_R03_2006_GER_AT_2	ESS_R03_2006	A - Media; social trust	RESPONSE	A1	0	No time at all	gar keine Zeit
ESS_R03_2006_ENG_SOURCE_4	ESS_R03_2006_GER_AT_3	ESS_R03_2006	A - Media; social trust	RESPONSE	A1	1	Less than ½ hour	weniger als ½ Stunde
ESS_R03_2006_ENG_SOURCE_5	ESS_R03_2006_GER_AT_4	ESS_R03_2006	A - Media; social trust	RESPONSE	A1	2	½ hour to 1 hour	mehr als ½ Stunde, bis zu 1 Stunde
ESS_R03_2006_ENG_SOURCE_6	ESS_R03_2006_GER_AT_5	ESS_R03_2006	A - Media; social trust	RESPONSE	A1	3	More than 1 hour, up to 1½ hours	mehr als 1 Stunde, bis zu 1 ½ Stunden
ESS_R03_2006_ENG_SOURCE_7	ESS_R03_2006_GER_AT_6	ESS_R03_2006	A - Media; social trust	RESPONSE	A1	4	More than 1½ hours, up to 2 hours	mehr als 1½ Stunden, bis zu 2 Stunden
ESS_R03_2006_ENG_SOURCE_8	ESS_R03_2006_GER_AT_7	ESS_R03_2006	A - Media; social trust	RESPONSE	A1	5	More than 2 hours, up to 2½ hours	mehr als 2 Stunden, bis zu 2½ Stunden
ESS_R03_2006_ENG_SOURCE_9	ESS_R03_2006_GER_AT_8	ESS_R03_2006	A - Media; social trust	RESPONSE	A1	6	More than 2½ hours, up to 3 hours	mehr als 2½ Stunden, bis zu 3 Stunden
ESS_R03_2006_ENG_SOURCE_10	ESS_R03_2006_GER_AT_9	ESS_R03_2006	A - Media; social trust	RESPONSE	A1	7	More than 3 hours	3 Stunden und mehr
ESS_R03_2006_ENG_SOURCE_11	ESS_R03_2006_GER_AT_10	ESS_R03_2006	A - Media; social trust	RESPONSE	A1	888	Don't know	Weiß nicht
ESS_R03_2006_ENG_SOURCE_12	ESS_R03_2006_GER_AT_11	ESS_R03_2006	A - Media; social trust	RESPONSE	A1	777	Refusal	keine Antwort
ESS_R03_2006_ENG_SOURCE_13		ESS_R03_2006	A - Media; social trust	INSTRUCTION	A2		STILL CARD 1	
ESS_R03_2006_ENG_SOURCE_15	ESS_R03_2006_GER_AT_13	ESS_R03_2006	A - Media; social trust	INSTRUCTION	A2		Still use this card.	Verwenden Sie weiterhin diese Karte.
ESS_R03_2006_ENG_SOURCE_14	ESS_R03_2006_GER_AT_12	ESS_R03_2006	A - Media; social trust	REQUEST	A2		And again on an average weekday, how much of your time watching television is spent watching news or programmes about politics and current affairs?	Wenn Sie wieder an einen normalen Wochentag denken, wie viel von Ihrer Fernsehzeit verbringen Sie damit, sich Nachrichten oder Sendungen über Politik und über das aktuelle Geschehen anzusehen?
ESS_R03_2006_ENG_SOURCE_16	ESS_R03_2006_GER_AT_14	ESS_R03_2006	A - Media; social trust	RESPONSE	A2	0	No time at all	gar keine Zeit
ESS_R03_2006_ENG_SOURCE_17	ESS_R03_2006_GER_AT_15	ESS_R03_2006	A - Media; social trust	RESPONSE	A2	1	Less than ½ hour	weniger als ½ Stunde
ESS_R03_2006_ENG_SOURCE_18	ESS_R03_2006_GER_AT_16	ESS_R03_2006	A - Media; social trust	RESPONSE	A2	2	½ hour to 1 hour	mehr als ½ Stunde, bis zu 1 Stunde
ESS_R03_2006_ENG_SOURCE_19	ESS_R03_2006_GER_AT_17	ESS_R03_2006	A - Media; social trust	RESPONSE	A2	3	More than 1 hour, up to 1½ hours	mehr als 1 Stunde, bis zu 1 ½ Stunden
ESS_R03_2006_ENG_SOURCE_20	ESS_R03_2006_GER_AT_18	ESS_R03_2006	A - Media; social trust	RESPONSE	A2	4	More than 1½ hours, up to 2 hours	mehr als 1½ Stunden, bis zu 2 Stunden
ESS_R03_2006_ENG_SOURCE_21	ESS_R03_2006_GER_AT_19	ESS_R03_2006	A - Media; social trust	RESPONSE	A2	5	More than 2 hours, up to 2½ hours	mehr als 2 Stunden, bis zu 2½ Stunden
ESS_R03_2006_ENG_SOURCE_22	ESS_R03_2006_GER_AT_20	ESS_R03_2006	A - Media; social trust	RESPONSE	A2	6	More than 2½ hours, up to 3 hours	mehr als 2½ Stunden, bis zu 3 Stunden
ESS_R03_2006_ENG_SOURCE_23	ESS_R03_2006_GER_AT_21	ESS_R03_2006	A - Media; social trust	RESPONSE	A2	7	More than 3 hours	3 Stunden und mehr
ESS_R03_2006_ENG_SOURCE_24	ESS_R03_2006_GER_AT_22	ESS_R03_2006	A - Media; social trust	RESPONSE	A2	888	Don't know	Weiß nicht
ESS_R03_2006_ENG_SOURCE_25	ESS_R03_2006_GER_AT_23	ESS_R03_2006	A - Media; social trust	RESPONSE	A2	777	Refusal	keine Antwort
ESS_R03_2006_ENG_SOURCE_26		ESS_R03_2006	A - Media; social trust	INSTRUCTION	A3		ASK ALL	
ESS_R03_2006_ENG_SOURCE_27		ESS_R03_2006	A - Media; social trust	INSTRUCTION	A3		STILL CARD 1	
ESS_R03_2006_ENG_SOURCE_29	ESS_R03_2006_GER_AT_25	ESS_R03_2006	A - Media; social trust	INSTRUCTION	A3		Use the same card.	Verwenden Sie dieselbe Karte.
ESS_R03_2006_ENG_SOURCE_28	ESS_R03_2006_GER_AT_24	ESS_R03_2006	A - Media; social trust	REQUEST	A3		On an average weekday, how much time, in total, do you spend listening to the radio?	Wie viel Zeit verbringen Sie an einem normalen Wochentag mit Radiohören?
ESS_R03_2006_ENG_SOURCE_30	ESS_R03_2006_GER_AT_26	ESS_R03_2006	A - Media; social trust	RESPONSE	A3	0	No time at all	gar keine Zeit
ESS_R03_2006_ENG_SOURCE_31	ESS_R03_2006_GER_AT_27	ESS_R03_2006	A - Media; social trust	RESPONSE	A3	1	Less than ½ hour	weniger als ½ Stunde
ESS_R03_2006_ENG_SOURCE_32	ESS_R03_2006_GER_AT_28	ESS_R03_2006	A - Media; social trust	RESPONSE	A3	2	½ hour to 1 hour	mehr als ½ Stunde, bis zu 1 Stunde
ESS_R03_2006_ENG_SOURCE_33	ESS_R03_2006_GER_AT_29	ESS_R03_2006	A - Media; social trust	RESPONSE	A3	3	More than 1 hour, up to 1½ hours	mehr als 1 Stunde, bis zu 1 ½ Stunden
ESS_R03_2006_ENG_SOURCE_34	ESS_R03_2006_GER_AT_30	ESS_R03_2006	A - Media; social trust	RESPONSE	A3	4	More than 1½ hours, up to 2 hours	mehr als 1½ Stunden, bis zu 2 Stunden
ESS_R03_2006_ENG_SOURCE_35	ESS_R03_2006_GER_AT_31	ESS_R03_2006	A - Media; social trust	RESPONSE	A3	5	More than 2 hours, up to 2½ hours	mehr als 2 Stunden, bis zu 2½ Stunden
ESS_R03_2006_ENG_SOURCE_36	ESS_R03_2006_GER_AT_32	ESS_R03_2006	A - Media; social trust	RESPONSE	A3	6	More than 2½ hours, up to 3 hours	mehr als 2½ Stunden, bis zu 3 Stunden
ESS_R03_2006_ENG_SOURCE_37	ESS_R03_2006_GER_AT_33	ESS_R03_2006	A - Media; social trust	RESPONSE	A3	7	More than 3 hours	3 Stunden und mehr
ESS_R03_2006_ENG_SOURCE_38	ESS_R03_2006_GER_AT_34	ESS_R03_2006	A - Media; social trust	RESPONSE	A3	888	Don't know	Weiß nicht
ESS_R03_2006_ENG_SOURCE_39	ESS_R03_2006_GER_AT_35	ESS_R03_2006	A - Media; social trust	RESPONSE	A3	777	Refusal	keine Antwort
ESS_R03_2006_ENG_SOURCE_40		ESS_R03_2006	A - Media; social trust	INSTRUCTION	A4		STILL CARD 1	
ESS_R03_2006_ENG_SOURCE_42	ESS_R03_2006_GER_AT_37	ESS_R03_2006	A - Media; social trust	INSTRUCTION	A4		Still use this card.	Verwenden Sie wieder diese Karte.
ESS_R03_2006_ENG_SOURCE_41	ESS_R03_2006_GER_AT_36	ESS_R03_2006	A - Media; social trust	REQUEST	A4		And again on an average weekday, how much of your time listening to the radio is spent listening to news or programmes about politics and current affairs?	Und wie viel von dieser Zeit verbringen Sie damit, Nachrichten oder Sendungen über Politik und über das aktuelle Geschehen zu hören?
ESS_R03_2006_ENG_SOURCE_43	ESS_R03_2006_GER_AT_38	ESS_R03_2006	A - Media; social trust	RESPONSE	A4	0	No time at all	gar keine Zeit
ESS_R03_2006_ENG_SOURCE_44	ESS_R03_2006_GER_AT_39	ESS_R03_2006	A - Media; social trust	RESPONSE	A4	1	Less than ½ hour	weniger als ½ Stunde
ESS_R03_2006_ENG_SOURCE_45	ESS_R03_2006_GER_AT_40	ESS_R03_2006	A - Media; social trust	RESPONSE	A4	2	½ hour to 1 hour	mehr als ½ Stunde, bis zu 1 Stunde
ESS_R03_2006_ENG_SOURCE_46	ESS_R03_2006_GER_AT_41	ESS_R03_2006	A - Media; social trust	RESPONSE	A4	3	More than 1 hour, up to 1½ hours	mehr als 1 Stunde, bis zu 1 ½ Stunden
ESS_R03_2006_ENG_SOURCE_47	ESS_R03_2006_GER_AT_42	ESS_R03_2006	A - Media; social trust	RESPONSE	A4	4	More than 1½ hours, up to 2 hours	mehr als 1½ Stunden, bis zu 2 Stunden
ESS_R03_2006_ENG_SOURCE_48	ESS_R03_2006_GER_AT_43	ESS_R03_2006	A - Media; social trust	RESPONSE	A4	5	More than 2 hours, up to 2½ hours	mehr als 2 Stunden, bis zu 2½ Stunden
ESS_R03_2006_ENG_SOURCE_49	ESS_R03_2006_GER_AT_44	ESS_R03_2006	A - Media; social trust	RESPONSE	A4	6	More than 2½ hours, up to 3 hours	mehr als 2½ Stunden, bis zu 3 Stunden
ESS_R03_2006_ENG_SOURCE_50	ESS_R03_2006_GER_AT_45	ESS_R03_2006	A - Media; social trust	RESPONSE	A4	7	More than 3 hours	3 Stunden und mehr
ESS_R03_2006_ENG_SOURCE_51	ESS_R03_2006_GER_AT_46	ESS_R03_2006	A - Media; social trust	RESPONSE	A4	888	Don't know	Weiß nicht
ESS_R03_2006_ENG_SOURCE_52	ESS_R03_2006_GER_AT_47	ESS_R03_2006	A - Media; social trust	RESPONSE	A4	777	Refusal	keine Antwort
ESS_R03_2006_ENG_SOURCE_53		ESS_R03_2006	A - Media; social trust	INSTRUCTION	A5		ASK ALL	
