source_survey_itemID	target_survey_itemID	Study	module	item_type	item_name	item_value	source_text	target_text
ESS_R09_2018_ENG_SOURCE_2	ESS_R09_2018_GER_DE_2	ESS_R09_2018	A - Media; social trust	INSTRUCTION	A1		INTERVIEWER: If no time spent, enter 00 00.	WENN KEINE ZEIT DAMIT VERBRACHT WIRD, 00 00 EINTRAGEN
ESS_R09_2018_ENG_SOURCE_3	ESS_R09_2018_GER_DE_3	ESS_R09_2018	A - Media; social trust	INSTRUCTION	A1		TYPE IN DURATION:	ZEIT
ESS_R09_2018_ENG_SOURCE_0	ESS_R09_2018_GER_DE_0	ESS_R09_2018	A - Media; social trust	REQUEST	A1		On a typical day, about how much time do you spend watching, reading or listening to news about politics and current affairs?	Wie viel Zeit verbringen Sie an einem gewöhnlichen Tag damit, Nachrichten zum politischen Geschehen anzuschauen, zu lesen oder zu hören?
ESS_R09_2018_ENG_SOURCE_1	ESS_R09_2018_GER_DE_1	ESS_R09_2018	A - Media; social trust	REQUEST	A1		Please give your answer in hours and minutes.	Bitte geben Sie die Zeit in Stunden/Minuten an
ESS_R09_2018_ENG_SOURCE_4	ESS_R09_2018_GER_DE_4	ESS_R09_2018	A - Media; social trust	REQUEST	A1		hours:	Stunden
ESS_R09_2018_ENG_SOURCE_5	ESS_R09_2018_GER_DE_5	ESS_R09_2018	A - Media; social trust	REQUEST	A1		minutes:	Minuten
ESS_R09_2018_ENG_SOURCE_6		ESS_R09_2018	A - Media; social trust	INSTRUCTION	A2		CARD 1	
ESS_R09_2018_ENG_SOURCE_7	ESS_R09_2018_GER_DE_6	ESS_R09_2018	A - Media; social trust	REQUEST	A2		People can use the internet on different devices such as computers, tablets and smartphones.	Man kann das Internet auf verschiedenen Geräten nutzen, wie beispielsweise Computer, Tablets und Smartphones.
ESS_R09_2018_ENG_SOURCE_8	ESS_R09_2018_GER_DE_7	ESS_R09_2018	A - Media; social trust	REQUEST	A2		How often do you use the internet on these or any other devices, whether for work or personal use?	Wie oft nutzen Sie das Internet auf so einem oder einem anderen Gerät, sei es bei der Arbeit oder für private Zwecke?
ESS_R09_2018_ENG_SOURCE_9	ESS_R09_2018_GER_DE_8	ESS_R09_2018	A - Media; social trust	RESPONSE	A2	1	Never	Nie
ESS_R09_2018_ENG_SOURCE_10	ESS_R09_2018_GER_DE_9	ESS_R09_2018	A - Media; social trust	RESPONSE	A2	2	Only occasionally	Nur ab und zu
ESS_R09_2018_ENG_SOURCE_11	ESS_R09_2018_GER_DE_10	ESS_R09_2018	A - Media; social trust	RESPONSE	A2	3	A few times a week	Ein paarmal pro Woche
ESS_R09_2018_ENG_SOURCE_12	ESS_R09_2018_GER_DE_11	ESS_R09_2018	A - Media; social trust	RESPONSE	A2	4	Most days	An den meisten Tagen
ESS_R09_2018_ENG_SOURCE_13	ESS_R09_2018_GER_DE_12	ESS_R09_2018	A - Media; social trust	RESPONSE	A2	5	Every day	Jeden Tag
ESS_R09_2018_ENG_SOURCE_16	ESS_R09_2018_GER_DE_15	ESS_R09_2018	A - Media; social trust	INSTRUCTION	A3		TYPE IN DURATION:	INTERVIEWER: ZEIT EINTRAGEN
