source_survey_itemID	target_survey_itemID	Study	module	item_type	item_name	item_value	source_text	target_text
ESS_R07_2014_ENG_SOURCE_0	ESS_R07_2014_GER_AT_0	ESS_R07_2014	A - Media; social trust	INSTRUCTION	A1		CARD 1	Karte 1
ESS_R07_2014_ENG_SOURCE_2	ESS_R07_2014_GER_AT_2	ESS_R07_2014	A - Media; social trust	INSTRUCTION	A1		Please use this card to answer.	Bitte verwenden Sie diese Karte zur Beantwortung.
ESS_R07_2014_ENG_SOURCE_1	ESS_R07_2014_GER_AT_1	ESS_R07_2014	A - Media; social trust	REQUEST	A1		On an average weekday, how much time, in total, do you spend watching television?	Wie viel Zeit verbringen Sie an einem normalen Wochentag insgesamt mit Fernsehen?
ESS_R07_2014_ENG_SOURCE_3	ESS_R07_2014_GER_AT_3	ESS_R07_2014	A - Media; social trust	RESPONSE	A1	0	No time at all	gar keine Zeit
ESS_R07_2014_ENG_SOURCE_4	ESS_R07_2014_GER_AT_4	ESS_R07_2014	A - Media; social trust	RESPONSE	A1	1	Less than ½ hour	weniger als eine ½ Stunde
ESS_R07_2014_ENG_SOURCE_5	ESS_R07_2014_GER_AT_5	ESS_R07_2014	A - Media; social trust	RESPONSE	A1	2	½ hour to 1 hour	mehr als ½ Stunde, bis zu 1 Stunde
ESS_R07_2014_ENG_SOURCE_6	ESS_R07_2014_GER_AT_6	ESS_R07_2014	A - Media; social trust	RESPONSE	A1	3	More than 1 hour, up to1½ hours	mehr als 1 Stunde, bis zu 1½ Stunden
ESS_R07_2014_ENG_SOURCE_7	ESS_R07_2014_GER_AT_7	ESS_R07_2014	A - Media; social trust	RESPONSE	A1	4	More than 1½ hours, up to 2 hours	mehr als 1½ Stunden, bis zu 2 Stunden
ESS_R07_2014_ENG_SOURCE_8	ESS_R07_2014_GER_AT_8	ESS_R07_2014	A - Media; social trust	RESPONSE	A1	5	More than 2 hours, up to 2½ hours	mehr als 2 Stunden, bis zu 2½ Stunden
ESS_R07_2014_ENG_SOURCE_9	ESS_R07_2014_GER_AT_9	ESS_R07_2014	A - Media; social trust	RESPONSE	A1	6	More than 2½ hours, up to 3 hours	mehr als 2½ Stunden, bis zu 3 Stunden
ESS_R07_2014_ENG_SOURCE_10	ESS_R07_2014_GER_AT_10	ESS_R07_2014	A - Media; social trust	RESPONSE	A1	7	More than 3 hours	mehr als 3 Stunden
ESS_R07_2014_ENG_SOURCE_11	ESS_R07_2014_GER_AT_11	ESS_R07_2014	A - Media; social trust	RESPONSE	A1	888	Don't know	Weiß nicht
ESS_R07_2014_ENG_SOURCE_12	ESS_R07_2014_GER_AT_12	ESS_R07_2014	A - Media; social trust	RESPONSE	A1	777	Refusal	keine Antwort
ESS_R07_2014_ENG_SOURCE_13	ESS_R07_2014_GER_AT_13	ESS_R07_2014	A - Media; social trust	INSTRUCTION	A2		STILL CARD 1	Weiter Karte 1
ESS_R07_2014_ENG_SOURCE_15	ESS_R07_2014_GER_AT_15	ESS_R07_2014	A - Media; social trust	INSTRUCTION	A2		Still use this card.	Verwenden Sie weiterhin diese Karte.
ESS_R07_2014_ENG_SOURCE_14	ESS_R07_2014_GER_AT_14	ESS_R07_2014	A - Media; social trust	REQUEST	A2		And again on an average weekday, how much of your time watching television is spent watching news or programmes about politics and current affairs?	Wenn Sie wieder an einen normalen Wochentag denken, wie viel von Ihrer Fernsehzeit verbringen Sie damit, sich Nachrichten oder Sendungen über Politik und das aktuelle Geschehen anzusehen?
ESS_R07_2014_ENG_SOURCE_16	ESS_R07_2014_GER_AT_16	ESS_R07_2014	A - Media; social trust	RESPONSE	A2	0	No time at all	gar keine Zeit
ESS_R07_2014_ENG_SOURCE_17	ESS_R07_2014_GER_AT_17	ESS_R07_2014	A - Media; social trust	RESPONSE	A2	1	Less than ½ hour	weniger als eine ½ Stunde
ESS_R07_2014_ENG_SOURCE_18	ESS_R07_2014_GER_AT_18	ESS_R07_2014	A - Media; social trust	RESPONSE	A2	2	½ hour to 1 hour	½ Stunde bis zu 1 Stunde
ESS_R07_2014_ENG_SOURCE_19	ESS_R07_2014_GER_AT_19	ESS_R07_2014	A - Media; social trust	RESPONSE	A2	3	More than 1 hour, up to 1½ hours	mehr als 1 Stunde, bis zu 1½ Stunden
ESS_R07_2014_ENG_SOURCE_20	ESS_R07_2014_GER_AT_20	ESS_R07_2014	A - Media; social trust	RESPONSE	A2	4	More than 1½ hours, up to 2 hours	mehr als 1½ Stunden, bis zu 2 Stunden
ESS_R07_2014_ENG_SOURCE_21	ESS_R07_2014_GER_AT_21	ESS_R07_2014	A - Media; social trust	RESPONSE	A2	5	More than 2 hours, up to 2½ hours	mehr als 2 Stunden, bis zu 2½ Stunden
ESS_R07_2014_ENG_SOURCE_22	ESS_R07_2014_GER_AT_22	ESS_R07_2014	A - Media; social trust	RESPONSE	A2	6	More than 2½ hours, up to 3 hours	mehr als 2½ Stunden, bis zu 3 Stunden
ESS_R07_2014_ENG_SOURCE_23	ESS_R07_2014_GER_AT_23	ESS_R07_2014	A - Media; social trust	RESPONSE	A2	7	More than 3 hours	mehr als 3 Stunden
ESS_R07_2014_ENG_SOURCE_24	ESS_R07_2014_GER_AT_24	ESS_R07_2014	A - Media; social trust	RESPONSE	A2	888	Don't know	Weiß nicht
ESS_R07_2014_ENG_SOURCE_25	ESS_R07_2014_GER_AT_25	ESS_R07_2014	A - Media; social trust	RESPONSE	A2	777	Refusal	keine Antwort
ESS_R07_2014_ENG_SOURCE_26	ESS_R07_2014_GER_AT_26	ESS_R07_2014	A - Media; social trust	INSTRUCTION	A3		ASK ALL	An Alle
ESS_R07_2014_ENG_SOURCE_27	ESS_R07_2014_GER_AT_27	ESS_R07_2014	A - Media; social trust	INSTRUCTION	A3		CARD 2	Karte 2
	ESS_R07_2014_GER_AT_28	ESS_R07_2014	A - Media; social trust	INSTRUCTION	A3			Bitte benutzen Sie diese Karte.
ESS_R07_2014_ENG_SOURCE_29	ESS_R07_2014_GER_AT_30	ESS_R07_2014	A - Media; social trust	INSTRUCTION	A3		Please tell me on a score of 0 to 10, where 0 means you can't be too careful and 10 means that most people can be trusted.	Bitte beantworten Sie diese Frage auf einer Skala von 0 bis 10, wobei 0 bedeutet, dass man nicht vorsichtig genug sein kann und 10, dass man den meisten vertrauen kann.
ESS_R07_2014_ENG_SOURCE_28	ESS_R07_2014_GER_AT_29	ESS_R07_2014	A - Media; social trust	REQUEST	A3		Using this card, generally speaking, would you say that most people can be trusted, or that you can't be too careful 2 in dealing with people?	Würden Sie ganz generell sagen, dass man den meisten Menschen vertrauen kann oder dass man im Umgang mit den Menschen nicht vorsichtig genug sein kann?
ESS_R07_2014_ENG_SOURCE_30	ESS_R07_2014_GER_AT_31	ESS_R07_2014	A - Media; social trust	RESPONSE	A3	0	You can’t be too careful	man kann nicht vorsichtig genug sein
