source_survey_itemID	target_survey_itemID	Study	module	item_type	item_name	item_value	source_text	target_text
ESS_R02_2004_ENG_SOURCE_0	ESS_R02_2004_GER_DE_0	ESS_R02_2004	A - Media; social trust	INSTRUCTION	A1		CARD 1	Interviewer: LISTE 1
	ESS_R02_2004_GER_DE_1	ESS_R02_2004	A - Media; social trust	INSTRUCTION	A1			Interviewer: VORLEGEN UND BIS FRAGE A6 LIEGEN LASSEN.BEI NACHFRAGEN: BEI DEN FRAGEN A1 BIS A6 GEHT ES UM DIE ZEIT, DIE DER/DIE BEFRAGTE AN EINEM WERKTAG (MONTAG BIS FREITAG) MIT FERNSEHEN, RADIO HÖREN ODER ZEITUNG LESEN VERBRINGT.GEMEINT IST DIE ZEIT, IN DER MAN „AKTIV“ FERNSIEHT ODER RADIO HÖRT, NICHT DIE ZEIT, IN DER FERNSEHEN UND RADIO „IM HINTERGRUND“ LAUFEN.
ESS_R02_2004_ENG_SOURCE_2	ESS_R02_2004_GER_DE_3	ESS_R02_2004	A - Media; social trust	INSTRUCTION	A1		Please use this card to answer.	Bitte sagen Sie es mir anhand von Liste 1.
ESS_R02_2004_ENG_SOURCE_1	ESS_R02_2004_GER_DE_2	ESS_R02_2004	A - Media; social trust	REQUEST	A1		On an average weekday, how much time, in total, do you spend watching television?	Wie viel Zeit verbringen Sie an einem gewöhnlichen Werktag insgesamt damit, fernzusehen?
ESS_R02_2004_ENG_SOURCE_3	ESS_R02_2004_GER_DE_4	ESS_R02_2004	A - Media; social trust	RESPONSE	A1	0	No time at all	Gar keine Zeit
ESS_R02_2004_ENG_SOURCE_4	ESS_R02_2004_GER_DE_5	ESS_R02_2004	A - Media; social trust	RESPONSE	A1	1	Less than ½ hour	Weniger als eine 1/2 Stunde
ESS_R02_2004_ENG_SOURCE_5	ESS_R02_2004_GER_DE_6	ESS_R02_2004	A - Media; social trust	RESPONSE	A1	2	½ hour to 1 hour	1/2 bis zu 1 Stunde
ESS_R02_2004_ENG_SOURCE_6	ESS_R02_2004_GER_DE_7	ESS_R02_2004	A - Media; social trust	RESPONSE	A1	3	More than 1 hour, up to1½ hours	Mehr als 1, bis zu 1 1/2 Stunden
ESS_R02_2004_ENG_SOURCE_7	ESS_R02_2004_GER_DE_8	ESS_R02_2004	A - Media; social trust	RESPONSE	A1	4	More than 1½ hours, up to 2 hours	Mehr als 1 1/2, bis zu 2 Stunden
ESS_R02_2004_ENG_SOURCE_8	ESS_R02_2004_GER_DE_9	ESS_R02_2004	A - Media; social trust	RESPONSE	A1	5	More than 2 hours, up to 2½ hours	Mehr als 2, bis zu 2 1/2 Stunden
ESS_R02_2004_ENG_SOURCE_9	ESS_R02_2004_GER_DE_10	ESS_R02_2004	A - Media; social trust	RESPONSE	A1	6	More than 2½ hours, up to 3 hours	Mehr als 2 1/2, bis zu 3 Stunden
ESS_R02_2004_ENG_SOURCE_10	ESS_R02_2004_GER_DE_11	ESS_R02_2004	A - Media; social trust	RESPONSE	A1	7	More than 3 hours	Mehr als 3 Stunden
ESS_R02_2004_ENG_SOURCE_11	ESS_R02_2004_GER_DE_12	ESS_R02_2004	A - Media; social trust	RESPONSE	A1	888	Don't know	Weiß nicht
ESS_R02_2004_ENG_SOURCE_12	ESS_R02_2004_GER_DE_13	ESS_R02_2004	A - Media; social trust	RESPONSE	A1	777	Refusal	keine Antwort
ESS_R02_2004_ENG_SOURCE_13	ESS_R02_2004_GER_DE_15	ESS_R02_2004	A - Media; social trust	INSTRUCTION	A2		STILL CARD 1	Bitte benutzen Sie dazu wieder die Liste 1.
ESS_R02_2004_ENG_SOURCE_15		ESS_R02_2004	A - Media; social trust	INSTRUCTION	A2		Still use this card.	
ESS_R02_2004_ENG_SOURCE_14	ESS_R02_2004_GER_DE_14	ESS_R02_2004	A - Media; social trust	REQUEST	A2		And again on an average weekday, how much of your time watching television is spent watching news or programmes about politics and current affairs?	Und wie viel von dieser Zeit verbringen Sie damit, sich Nachrichten oder Sendungen über Politik und aktuelle politische Ereignisse anzusehen?
ESS_R02_2004_ENG_SOURCE_16	ESS_R02_2004_GER_DE_16	ESS_R02_2004	A - Media; social trust	RESPONSE	A2	0	No time at all	Gar keine Zeit
ESS_R02_2004_ENG_SOURCE_17	ESS_R02_2004_GER_DE_17	ESS_R02_2004	A - Media; social trust	RESPONSE	A2	1	Less than ½ hour	Weniger als eine 1/2 Stunde
ESS_R02_2004_ENG_SOURCE_18	ESS_R02_2004_GER_DE_18	ESS_R02_2004	A - Media; social trust	RESPONSE	A2	2	½ hour to 1 hour	1/2 bis zu 1 Stunde
ESS_R02_2004_ENG_SOURCE_19	ESS_R02_2004_GER_DE_19	ESS_R02_2004	A - Media; social trust	RESPONSE	A2	3	More than 1 hour, up to1½ hours	Mehr als 1, bis zu 1 1/2 Stunden
ESS_R02_2004_ENG_SOURCE_20	ESS_R02_2004_GER_DE_20	ESS_R02_2004	A - Media; social trust	RESPONSE	A2	4	More than 1½ hours, up to 2 hours	Mehr als 1 1/2, bis zu 2 Stunden
ESS_R02_2004_ENG_SOURCE_21	ESS_R02_2004_GER_DE_21	ESS_R02_2004	A - Media; social trust	RESPONSE	A2	5	More than 2 hours, up to 2½ hours	Mehr als 2, bis zu 2 1/2 Stunden
ESS_R02_2004_ENG_SOURCE_22	ESS_R02_2004_GER_DE_22	ESS_R02_2004	A - Media; social trust	RESPONSE	A2	6	More than 2½ hours, up to 3 hours	Mehr als 2 1/2, bis zu 3 Stunden
