source_survey_itemID	target_survey_itemID	Study	module	item_type	item_name	item_value	source_text	target_text
ESS_R08_2016_ENG_SOURCE_1	ESS_R08_2016_GER_AT_1	ESS_R08_2016	A - Media; social trust	INTRODUCTION	A1		(dd/mm/yy)	(TT/MM/JJ)
ESS_R08_2016_ENG_SOURCE_3	ESS_R08_2016_GER_AT_3	ESS_R08_2016	A - Media; social trust	INTRODUCTION	A1		(Use 24 hour clock)	(24-Stunden-Format)
ESS_R08_2016_ENG_SOURCE_4	ESS_R08_2016_GER_AT_4	ESS_R08_2016	A - Media; social trust	INTRODUCTION	A1		(START DATE AND TIME IN ALL COUNTRIES)	(Beginn des Interviews (Datum/Zeit) in allen Ländern)
ESS_R08_2016_ENG_SOURCE_5	ESS_R08_2016_GER_AT_5	ESS_R08_2016	A - Media; social trust	REQUEST	A1		On a typical day, about how much time do you spend watching, reading or listening to news about politics and current affairs?	Wie viel Zeit verbringen Sie etwa an einem gewöhnlichen Tag damit, Nachrichten zum politischen Geschehen anzuschauen, zu lesen oder zu hören?
ESS_R08_2016_ENG_SOURCE_6		ESS_R08_2016	A - Media; social trust	REQUEST	A1		Please give your answer in hours and minutes.	
ESS_R08_2016_ENG_SOURCE_11	ESS_R08_2016_GER_AT_10	ESS_R08_2016	A - Media; social trust	RESPONSE	A1	777	Refusal	Verweigert
ESS_R08_2016_ENG_SOURCE_12	ESS_R08_2016_GER_AT_11	ESS_R08_2016	A - Media; social trust	RESPONSE	A1	888	Don't know	Weiß nicht
ESS_R08_2016_ENG_SOURCE_13	ESS_R08_2016_GER_AT_12	ESS_R08_2016	A - Media; social trust	INSTRUCTION	A2		CARD 1	KARTE 1
ESS_R08_2016_ENG_SOURCE_14	ESS_R08_2016_GER_AT_13	ESS_R08_2016	A - Media; social trust	REQUEST	A2		People can use the internet on different devices such as computers, tablets and smartphones.	Man kann das Internet auf verschiedenen Geräten nutzen, wie beispielsweise Computern, Tablets und Smartphones.
ESS_R08_2016_ENG_SOURCE_15	ESS_R08_2016_GER_AT_14	ESS_R08_2016	A - Media; social trust	REQUEST	A2		How often do you use the internet on these or any other devices, whether for work or personal use?	Wie oft nutzen Sie das Internet auf so einem oder einem anderen Gerät, sei es bei der Arbeit oder für private Zwecke?
