source_survey_itemID	target_survey_itemID	Study	module	item_type	item_name	item_value	source_text	target_text
ESS_R05_2010_ENG_SOURCE_0	ESS_R05_2010_GER_DE_1	ESS_R05_2010	A - Media; social trust	INSTRUCTION	A1		CARD 1	Bitte sagen Sie es mir anhand von Liste 1.
ESS_R05_2010_ENG_SOURCE_2		ESS_R05_2010	A - Media; social trust	INSTRUCTION	A1		Please use this card to answer.	
ESS_R05_2010_ENG_SOURCE_1	ESS_R05_2010_GER_DE_0	ESS_R05_2010	A - Media; social trust	REQUEST	A1		On an average weekday, how much time, in total, do you spend watching television?	Wie viel Zeit verbringen Sie an einem gewöhnlichen Werktag insgesamt damit, fernzusehen?
ESS_R05_2010_ENG_SOURCE_3	ESS_R05_2010_GER_DE_2	ESS_R05_2010	A - Media; social trust	RESPONSE	A1	0	No time at all	Gar keine Zeit
ESS_R05_2010_ENG_SOURCE_4	ESS_R05_2010_GER_DE_3	ESS_R05_2010	A - Media; social trust	RESPONSE	A1	1	Less than ½ hour	Weniger als eine 1/2 Stunde
ESS_R05_2010_ENG_SOURCE_5	ESS_R05_2010_GER_DE_4	ESS_R05_2010	A - Media; social trust	RESPONSE	A1	2	½ hour to 1 hour	1/2 bis zu 1 Stunde
ESS_R05_2010_ENG_SOURCE_6	ESS_R05_2010_GER_DE_5	ESS_R05_2010	A - Media; social trust	RESPONSE	A1	3	More than 1 hour, up to 1½ hours	Mehr als 1, bis zu 1 1/2 Stunden
ESS_R05_2010_ENG_SOURCE_7	ESS_R05_2010_GER_DE_6	ESS_R05_2010	A - Media; social trust	RESPONSE	A1	4	More than 1½ hours, up to 2 hours	Mehr als 1 1/2, bis zu 2 Stunden
ESS_R05_2010_ENG_SOURCE_8	ESS_R05_2010_GER_DE_7	ESS_R05_2010	A - Media; social trust	RESPONSE	A1	5	More than 2 hours, up to 2½ hours	Mehr als 2, bis zu 2 1/2 Stunden
ESS_R05_2010_ENG_SOURCE_9	ESS_R05_2010_GER_DE_8	ESS_R05_2010	A - Media; social trust	RESPONSE	A1	6	More than 2½ hours, up to 3 hours	Mehr als 2 1/2, bis zu 3 Stunden
ESS_R05_2010_ENG_SOURCE_10	ESS_R05_2010_GER_DE_9	ESS_R05_2010	A - Media; social trust	RESPONSE	A1	7	More than 3 hours	Mehr als 3 Stunden
ESS_R05_2010_ENG_SOURCE_11	ESS_R05_2010_GER_DE_10	ESS_R05_2010	A - Media; social trust	RESPONSE	A1	888	Don't know	Weiß nicht
ESS_R05_2010_ENG_SOURCE_12	ESS_R05_2010_GER_DE_11	ESS_R05_2010	A - Media; social trust	RESPONSE	A1	777	Refusal	keine Antwort
ESS_R05_2010_ENG_SOURCE_13	ESS_R05_2010_GER_DE_13	ESS_R05_2010	A - Media; social trust	INSTRUCTION	A2		STILL CARD 1	Bitte benutzen Sie dazu wieder die Liste 1.
ESS_R05_2010_ENG_SOURCE_15		ESS_R05_2010	A - Media; social trust	INSTRUCTION	A2		Still use this card.	
ESS_R05_2010_ENG_SOURCE_14	ESS_R05_2010_GER_DE_12	ESS_R05_2010	A - Media; social trust	REQUEST	A2		And again on an average weekday, how much of your time watching television is spent watching news or programmes about politics and current affairs?	Und wie viel von dieser Zeit verbringen Sie damit, sich Nachrichten oder Sendungen über Politik und aktuelle politische Ereignisse anzusehen?
ESS_R05_2010_ENG_SOURCE_16	ESS_R05_2010_GER_DE_14	ESS_R05_2010	A - Media; social trust	RESPONSE	A2	0	No time at all	Gar keine Zeit
ESS_R05_2010_ENG_SOURCE_17	ESS_R05_2010_GER_DE_15	ESS_R05_2010	A - Media; social trust	RESPONSE	A2	1	Less than ½ hour	Weniger als eine 1/2 Stunde
ESS_R05_2010_ENG_SOURCE_18	ESS_R05_2010_GER_DE_16	ESS_R05_2010	A - Media; social trust	RESPONSE	A2	2	½ hour to 1 hour	1/2 bis zu 1 Stunde
ESS_R05_2010_ENG_SOURCE_19	ESS_R05_2010_GER_DE_17	ESS_R05_2010	A - Media; social trust	RESPONSE	A2	3	More than 1 hour, up to 1½ hours	Mehr als 1, bis zu 1 1/2 Stunden
ESS_R05_2010_ENG_SOURCE_20	ESS_R05_2010_GER_DE_18	ESS_R05_2010	A - Media; social trust	RESPONSE	A2	4	More than 1½ hours, up to 2 hours	Mehr als 1 1/2, bis zu 2 Stunden
ESS_R05_2010_ENG_SOURCE_21	ESS_R05_2010_GER_DE_19	ESS_R05_2010	A - Media; social trust	RESPONSE	A2	5	More than 2 hours, up to 2½ hours	Mehr als 2, bis zu 2 1/2 Stunden
ESS_R05_2010_ENG_SOURCE_22	ESS_R05_2010_GER_DE_20	ESS_R05_2010	A - Media; social trust	RESPONSE	A2	6	More than 2½ hours, up to 3 hours	Mehr als 2 1/2, bis zu 3 Stunden
ESS_R05_2010_ENG_SOURCE_23	ESS_R05_2010_GER_DE_21	ESS_R05_2010	A - Media; social trust	RESPONSE	A2	7	More than 3 hours	Mehr als 3 Stunden
ESS_R05_2010_ENG_SOURCE_24	ESS_R05_2010_GER_DE_22	ESS_R05_2010	A - Media; social trust	RESPONSE	A2	888	Don't know	Weiß nicht
ESS_R05_2010_ENG_SOURCE_25	ESS_R05_2010_GER_DE_23	ESS_R05_2010	A - Media; social trust	RESPONSE	A2	777	Refusal	keine Antwort
ESS_R05_2010_ENG_SOURCE_26		ESS_R05_2010	A - Media; social trust	INSTRUCTION	A3		ASK ALL	
ESS_R05_2010_ENG_SOURCE_27	ESS_R05_2010_GER_DE_25	ESS_R05_2010	A - Media; social trust	INSTRUCTION	A3		STILL CARD 1	Sagen Sie es mir bitte wieder anhand von Liste 1.
ESS_R05_2010_ENG_SOURCE_29		ESS_R05_2010	A - Media; social trust	INSTRUCTION	A3		Use the same card.	
ESS_R05_2010_ENG_SOURCE_28	ESS_R05_2010_GER_DE_24	ESS_R05_2010	A - Media; social trust	REQUEST	A3		On an average weekday, how much time, in total, do you spend listening to the radio?	Wie viel Zeit verbringen Sie an einem gewöhnlichen Werktag insgesamt damit, Radio zu hören?
ESS_R05_2010_ENG_SOURCE_30	ESS_R05_2010_GER_DE_26	ESS_R05_2010	A - Media; social trust	RESPONSE	A3	0	No time at all	Gar keine Zeit
ESS_R05_2010_ENG_SOURCE_31	ESS_R05_2010_GER_DE_27	ESS_R05_2010	A - Media; social trust	RESPONSE	A3	1	Less than ½ hour	Weniger als eine 1/2 Stunde
ESS_R05_2010_ENG_SOURCE_32	ESS_R05_2010_GER_DE_28	ESS_R05_2010	A - Media; social trust	RESPONSE	A3	2	½ hour to 1 hour	1/2 bis zu 1 Stunde
ESS_R05_2010_ENG_SOURCE_33	ESS_R05_2010_GER_DE_29	ESS_R05_2010	A - Media; social trust	RESPONSE	A3	3	More than 1 hour, up to 1½ hours	Mehr als 1, bis zu 1 1/2 Stunden
ESS_R05_2010_ENG_SOURCE_34	ESS_R05_2010_GER_DE_30	ESS_R05_2010	A - Media; social trust	RESPONSE	A3	4	More than 1½ hours, up to 2 hours	Mehr als 1 1/2, bis zu 2 Stunden
ESS_R05_2010_ENG_SOURCE_35	ESS_R05_2010_GER_DE_31	ESS_R05_2010	A - Media; social trust	RESPONSE	A3	5	More than 2 hours, up to 2½ hours	Mehr als 2, bis zu 2 1/2 Stunden
ESS_R05_2010_ENG_SOURCE_36	ESS_R05_2010_GER_DE_32	ESS_R05_2010	A - Media; social trust	RESPONSE	A3	6	More than 2½ hours, up to 3 hours	Mehr als 2 1/2, bis zu 3 Stunden
ESS_R05_2010_ENG_SOURCE_37	ESS_R05_2010_GER_DE_33	ESS_R05_2010	A - Media; social trust	RESPONSE	A3	7	More than 3 hours	Mehr als 3 Stunden
ESS_R05_2010_ENG_SOURCE_38	ESS_R05_2010_GER_DE_34	ESS_R05_2010	A - Media; social trust	RESPONSE	A3	888	Don't know	Weiß nicht
ESS_R05_2010_ENG_SOURCE_39	ESS_R05_2010_GER_DE_35	ESS_R05_2010	A - Media; social trust	RESPONSE	A3	777	Refusal	keine Antwort
ESS_R05_2010_ENG_SOURCE_40	ESS_R05_2010_GER_DE_37	ESS_R05_2010	A - Media; social trust	INSTRUCTION	A4		STILL CARD 1	Bitte sagen Sie es mir nochmals anhand von Liste 1.
ESS_R05_2010_ENG_SOURCE_42		ESS_R05_2010	A - Media; social trust	INSTRUCTION	A4		Still use this card.	
ESS_R05_2010_ENG_SOURCE_41	ESS_R05_2010_GER_DE_36	ESS_R05_2010	A - Media; social trust	REQUEST	A4		And again on an average weekday, how much of your time listening to the radio is spent listening to news or programmes about politics and current affairs?	Und wie viel Zeit von dieser Zeit verbringen Sie damit, sich Nachrichten oder Sendungen über Politik und aktuelle politische Ereignisse anzuhören?
ESS_R05_2010_ENG_SOURCE_43	ESS_R05_2010_GER_DE_38	ESS_R05_2010	A - Media; social trust	RESPONSE	A4	0	No time at all	Gar keine Zeit
ESS_R05_2010_ENG_SOURCE_44	ESS_R05_2010_GER_DE_39	ESS_R05_2010	A - Media; social trust	RESPONSE	A4	1	Less than ½ hour	Weniger als eine 1/2 Stunde
ESS_R05_2010_ENG_SOURCE_45	ESS_R05_2010_GER_DE_40	ESS_R05_2010	A - Media; social trust	RESPONSE	A4	2	½ hour to 1 hour	1/2 bis zu 1 Stunde
ESS_R05_2010_ENG_SOURCE_46	ESS_R05_2010_GER_DE_41	ESS_R05_2010	A - Media; social trust	RESPONSE	A4	3	More than 1 hour, up to 1½ hours	Mehr als 1, bis zu 1 1/2 Stunden
ESS_R05_2010_ENG_SOURCE_47	ESS_R05_2010_GER_DE_42	ESS_R05_2010	A - Media; social trust	RESPONSE	A4	4	More than 1½ hours, up to 2 hours	Mehr als 1 1/2, bis zu 2 Stunden
ESS_R05_2010_ENG_SOURCE_48	ESS_R05_2010_GER_DE_43	ESS_R05_2010	A - Media; social trust	RESPONSE	A4	5	More than 2 hours, up to 2½ hours	Mehr als 2, bis zu 2 1/2 Stunden
ESS_R05_2010_ENG_SOURCE_49	ESS_R05_2010_GER_DE_44	ESS_R05_2010	A - Media; social trust	RESPONSE	A4	6	More than 2½ hours, up to 3 hours	Mehr als 2 1/2, bis zu 3 Stunden
ESS_R05_2010_ENG_SOURCE_50	ESS_R05_2010_GER_DE_45	ESS_R05_2010	A - Media; social trust	RESPONSE	A4	7	More than 3 hours	Mehr als 3 Stunden
ESS_R05_2010_ENG_SOURCE_51	ESS_R05_2010_GER_DE_46	ESS_R05_2010	A - Media; social trust	RESPONSE	A4	888	Don't know	Weiß nicht
ESS_R05_2010_ENG_SOURCE_52	ESS_R05_2010_GER_DE_47	ESS_R05_2010	A - Media; social trust	RESPONSE	A4	777	Refusal	keine Antwort
ESS_R05_2010_ENG_SOURCE_53		ESS_R05_2010	A - Media; social trust	INSTRUCTION	A5		ASK ALL	
ESS_R05_2010_ENG_SOURCE_54	ESS_R05_2010_GER_DE_49	ESS_R05_2010	A - Media; social trust	INSTRUCTION	A5		STILL CARD 1	Bitte benutzen Sie wieder Liste 1.
ESS_R05_2010_ENG_SOURCE_56		ESS_R05_2010	A - Media; social trust	INSTRUCTION	A5		Use this card again	
ESS_R05_2010_ENG_SOURCE_55	ESS_R05_2010_GER_DE_48	ESS_R05_2010	A - Media; social trust	REQUEST	A5		On an average weekday, how much time, in total, do you spend reading the newspapers?	Und wie viel Zeit verbringen Sie an einem gewöhnlichen Werktag insgesamt damit, Zeitung zu lesen?
ESS_R05_2010_ENG_SOURCE_57	ESS_R05_2010_GER_DE_50	ESS_R05_2010	A - Media; social trust	RESPONSE	A5	0	No time at all	Gar keine Zeit
ESS_R05_2010_ENG_SOURCE_58	ESS_R05_2010_GER_DE_51	ESS_R05_2010	A - Media; social trust	RESPONSE	A5	1	Less than ½ hour	Weniger als eine 1/2 Stunde
ESS_R05_2010_ENG_SOURCE_59	ESS_R05_2010_GER_DE_52	ESS_R05_2010	A - Media; social trust	RESPONSE	A5	2	½ hour to 1 hour	1/2 bis zu 1 Stunde
ESS_R05_2010_ENG_SOURCE_60	ESS_R05_2010_GER_DE_53	ESS_R05_2010	A - Media; social trust	RESPONSE	A5	3	More than 1 hour, up to 1½ hours	Mehr als 1, bis zu 1 1/2 Stunden
ESS_R05_2010_ENG_SOURCE_61	ESS_R05_2010_GER_DE_54	ESS_R05_2010	A - Media; social trust	RESPONSE	A5	4	More than 1½ hours, up to 2 hours	Mehr als 1 1/2, bis zu 2 Stunden
ESS_R05_2010_ENG_SOURCE_62	ESS_R05_2010_GER_DE_55	ESS_R05_2010	A - Media; social trust	RESPONSE	A5	5	More than 2 hours, up to 2½ hours	Mehr als 2, bis zu 2 1/2 Stunden
