source_survey_itemID	target_survey_itemID	Study	module	item_type	item_name	item_value	source_text	target_text
ESS_R01_2002_ENG_SOURCE_0		ESS_R01_2002	A - Media; social trust	INSTRUCTION	A1		CARD 1	
ESS_R01_2002_ENG_SOURCE_2		ESS_R01_2002	A - Media; social trust	INSTRUCTION	A1		Please use this card to answer.	
ESS_R01_2002_ENG_SOURCE_1	ESS_R01_2002_GER_AT_0	ESS_R01_2002	A - Media; social trust	REQUEST	A1		On an average weekday, how much time, in total, do you spend watching television?	Wie viel Zeit verbringen Sie an einem normalen Wochentag insgesamt mit Fernsehen?
ESS_R01_2002_ENG_SOURCE_3	ESS_R01_2002_GER_AT_1	ESS_R01_2002	A - Media; social trust	RESPONSE	A1	0	No time at all	gar keine Zeit
ESS_R01_2002_ENG_SOURCE_4	ESS_R01_2002_GER_AT_2	ESS_R01_2002	A - Media; social trust	RESPONSE	A1	1	Less than 0.5 hour	weniger als 0.5 Stunde
ESS_R01_2002_ENG_SOURCE_5	ESS_R01_2002_GER_AT_3	ESS_R01_2002	A - Media; social trust	RESPONSE	A1	2	0.5 hour to 1 hour	mehr als 0.5 Stunde, bis zu 1 Stunde
ESS_R01_2002_ENG_SOURCE_6	ESS_R01_2002_GER_AT_4	ESS_R01_2002	A - Media; social trust	RESPONSE	A1	3	More than 1 hour, up to 1.5 hours	mehr als 1 Stunde, bis zu 1.5 Stunden
ESS_R01_2002_ENG_SOURCE_7	ESS_R01_2002_GER_AT_5	ESS_R01_2002	A - Media; social trust	RESPONSE	A1	4	More than 1.5 hours, up to 2 hours	mehr als 1.5 Stunden, bis zu 2 Stunden
ESS_R01_2002_ENG_SOURCE_8	ESS_R01_2002_GER_AT_6	ESS_R01_2002	A - Media; social trust	RESPONSE	A1	5	More than 2 hours, up to 2.5 hours	mehr als 2 Stunden, bis zu 2.5 Stunden
ESS_R01_2002_ENG_SOURCE_9	ESS_R01_2002_GER_AT_7	ESS_R01_2002	A - Media; social trust	RESPONSE	A1	6	More than 2.5 hours, up to 3 hours	mehr als 2.5 Stunden, bis zu 3 Stunden
ESS_R01_2002_ENG_SOURCE_10	ESS_R01_2002_GER_AT_8	ESS_R01_2002	A - Media; social trust	RESPONSE	A1	7	More than 3 hours	3 Stunden und mehr
ESS_R01_2002_ENG_SOURCE_11	ESS_R01_2002_GER_AT_9	ESS_R01_2002	A - Media; social trust	RESPONSE	A1	888	Don't know	Weiß nicht
ESS_R01_2002_ENG_SOURCE_12	ESS_R01_2002_GER_AT_10	ESS_R01_2002	A - Media; social trust	RESPONSE	A1	777	Refusal	keine Antwort
ESS_R01_2002_ENG_SOURCE_13		ESS_R01_2002	A - Media; social trust	INSTRUCTION	A2		STILL CARD 1	
ESS_R01_2002_ENG_SOURCE_15		ESS_R01_2002	A - Media; social trust	INSTRUCTION	A2		Still use this card.	
ESS_R01_2002_ENG_SOURCE_14	ESS_R01_2002_GER_AT_11	ESS_R01_2002	A - Media; social trust	REQUEST	A2		And again on an average weekday, how much of your time watching television is spent watching news or programmes about politics and current affairs?	Wenn Sie wieder an einen normalen Wochentag denken, wie viel Ihrer Fernsehzeit verwenden Sie zum Anschauen von Nachrichten oder von Programmen über Politik und über das aktuelle Geschehen?
ESS_R01_2002_ENG_SOURCE_16	ESS_R01_2002_GER_AT_12	ESS_R01_2002	A - Media; social trust	RESPONSE	A2	0	No time at all	gar keine Zeit
