source_survey_itemID	target_survey_itemID	Study	module	item_type	item_name	item_value	source_text	target_text
ESS_R04_2008_ENG_SOURCE_0	ESS_R04_2008_GER_DE_1	ESS_R04_2008	A - Media; social trust	INSTRUCTION	A1		CARD 1	Bitte sagen Sie es mir anhand von Liste 1.
ESS_R04_2008_ENG_SOURCE_2		ESS_R04_2008	A - Media; social trust	INSTRUCTION	A1		Please use this card to answer.	
ESS_R04_2008_ENG_SOURCE_1	ESS_R04_2008_GER_DE_0	ESS_R04_2008	A - Media; social trust	REQUEST	A1		On an average weekday, how much time, in total, do you spend watching television?	Wie viel Zeit verbringen Sie an einem gewöhnlichen Werktag insgesamt damit, fernzusehen?
ESS_R04_2008_ENG_SOURCE_3	ESS_R04_2008_GER_DE_2	ESS_R04_2008	A - Media; social trust	RESPONSE	A1	0	No time at all	Gar keine Zeit
ESS_R04_2008_ENG_SOURCE_4	ESS_R04_2008_GER_DE_3	ESS_R04_2008	A - Media; social trust	RESPONSE	A1	1	Less than ½ hour	Weniger als eine 0.5 Stunde
ESS_R04_2008_ENG_SOURCE_5	ESS_R04_2008_GER_DE_4	ESS_R04_2008	A - Media; social trust	RESPONSE	A1	2	½ hour to 1 hour	0.5 bis zu 1 Stunde
ESS_R04_2008_ENG_SOURCE_6	ESS_R04_2008_GER_DE_5	ESS_R04_2008	A - Media; social trust	RESPONSE	A1	3	More than 1 hour, up to 1½ hours	Mehr als 1, bis zu 1.5 Stunden
ESS_R04_2008_ENG_SOURCE_7	ESS_R04_2008_GER_DE_6	ESS_R04_2008	A - Media; social trust	RESPONSE	A1	4	More than 1½ hours, up to 2 hours	Mehr als 1.5, bis zu 2 Stunden
ESS_R04_2008_ENG_SOURCE_8	ESS_R04_2008_GER_DE_7	ESS_R04_2008	A - Media; social trust	RESPONSE	A1	5	More than 2 hours, up to 2½ hours	Mehr als 2, bis zu 2.5 Stunden
ESS_R04_2008_ENG_SOURCE_9	ESS_R04_2008_GER_DE_8	ESS_R04_2008	A - Media; social trust	RESPONSE	A1	6	More than 2½ hours, up to 3 hours	Mehr als 2.5, bis zu 3 Stunden
ESS_R04_2008_ENG_SOURCE_10	ESS_R04_2008_GER_DE_9	ESS_R04_2008	A - Media; social trust	RESPONSE	A1	7	More than 3 hours	Mehr als 3 Stunden
