source_survey_itemID	target_survey_itemID	Study	module	item_type	item_name	item_value	source_text	target_text
EVS_R05_2017_ENG_GB_417	EVS_R05_2017_GER_AT_457	EVS_R05_2017	Family	INTRODUCTION	Q23a		The following questions are about family life and marriage	Nun folgen einige Fragen zu den Themen Familienleben und Ehe.
EVS_R05_2017_ENG_GB_415	EVS_R05_2017_GER_AT_455	EVS_R05_2017	Family	INSTRUCTION	Q23a		SHOW CARD 23	VORLEGEN LISTE 23
EVS_R05_2017_ENG_GB_416	EVS_R05_2017_GER_AT_456	EVS_R05_2017	Family	INSTRUCTION	Q23a		READ OUT AND CODE ONE ANSWER PER LINE	VORLESEN UND EINE ANTWORT PRO ZEILE KODIEREN
EVS_R05_2017_ENG_GB_418	EVS_R05_2017_GER_AT_458	EVS_R05_2017	Family	REQUEST	Q23a		Here is a list of things which some people think make for a successful marriage.	Hier auf dieser Liste steht Verschiedenes, was manche für eine gute Ehe oder allgemein für eine gute Partnerschaft für wichtig halten.
EVS_R05_2017_ENG_GB_419	EVS_R05_2017_GER_AT_459	EVS_R05_2017	Family	REQUEST	Q23a		Please tell me, for each one, whether you think it is very important, rather important or not very important for a successful marriage?	Sagen Sie mir bitte für jeden Punkt, ob Sie meinen, dass dieser sehr wichtig, ziemlich wichtig oder nicht besonders wichtig ist.
EVS_R05_2017_ENG_GB_420	EVS_R05_2017_GER_AT_460	EVS_R05_2017	Family	REQUEST	Q23a		For a successful marriage or partnership, please indicate how important is...	Wie wichtig ist Ihnen Folgendes für eine gute Ehe oder Partnerschaft?
EVS_R05_2017_ENG_GB_421	EVS_R05_2017_GER_AT_461	EVS_R05_2017	Family	REQUEST	Q23a		Faithfulness	Treue
EVS_R05_2017_ENG_GB_422	EVS_R05_2017_GER_AT_462	EVS_R05_2017	Family	RESPONSE	Q23a	1.0	very important	Sehr wichtig
EVS_R05_2017_ENG_GB_423	EVS_R05_2017_GER_AT_463	EVS_R05_2017	Family	RESPONSE	Q23a	2.0	rather important	Ziemlich wichtig
EVS_R05_2017_ENG_GB_424	EVS_R05_2017_GER_AT_464	EVS_R05_2017	Family	RESPONSE	Q23a	3.0	not very important	Nicht besonders wichtig
EVS_R05_2017_ENG_GB_425	EVS_R05_2017_GER_AT_465	EVS_R05_2017	Family	RESPONSE	Q23a	888.0	Don't know (spontaneous)	Weiß nicht (spontan)
EVS_R05_2017_ENG_GB_426	EVS_R05_2017_GER_AT_466	EVS_R05_2017	Family	REQUEST	Q23b		For a successful marriage or partnership, please indicate how important is...	Wie wichtig ist Ihnen Folgendes für eine gute Ehe oder Partnerschaft?
EVS_R05_2017_ENG_GB_427	EVS_R05_2017_GER_AT_467	EVS_R05_2017	Family	REQUEST	Q23b		An adequate income	Angemessenes Einkommen
EVS_R05_2017_ENG_GB_428	EVS_R05_2017_GER_AT_468	EVS_R05_2017	Family	RESPONSE	Q23b	1.0	very important	Sehr wichtig
EVS_R05_2017_ENG_GB_429	EVS_R05_2017_GER_AT_469	EVS_R05_2017	Family	RESPONSE	Q23b	2.0	rather important	Ziemlich wichtig
EVS_R05_2017_ENG_GB_430	EVS_R05_2017_GER_AT_470	EVS_R05_2017	Family	RESPONSE	Q23b	3.0	not very important	Nicht besonders wichtig
EVS_R05_2017_ENG_GB_431	EVS_R05_2017_GER_AT_471	EVS_R05_2017	Family	RESPONSE	Q23b	888.0	Don't know (spontaneous)	Weiß nicht (spontan)
EVS_R05_2017_ENG_GB_432	EVS_R05_2017_GER_AT_472	EVS_R05_2017	Family	REQUEST	Q23c		For a successful marriage or partnership, please indicate how important is...	Wie wichtig ist Ihnen Folgendes für eine gute Ehe oder Partnerschaft?
EVS_R05_2017_ENG_GB_433	EVS_R05_2017_GER_AT_473	EVS_R05_2017	Family	REQUEST	Q23c		Good housing	Gute Wohnverhältnisse
EVS_R05_2017_ENG_GB_434	EVS_R05_2017_GER_AT_474	EVS_R05_2017	Family	RESPONSE	Q23c	1.0	very important	Sehr wichtig
EVS_R05_2017_ENG_GB_435	EVS_R05_2017_GER_AT_475	EVS_R05_2017	Family	RESPONSE	Q23c	2.0	rather important	Ziemlich wichtig
EVS_R05_2017_ENG_GB_436	EVS_R05_2017_GER_AT_476	EVS_R05_2017	Family	RESPONSE	Q23c	3.0	not very important	Nicht besonders wichtig
EVS_R05_2017_ENG_GB_437	EVS_R05_2017_GER_AT_477	EVS_R05_2017	Family	RESPONSE	Q23c	888.0	Don't know (spontaneous)	Weiß nicht (spontan)
EVS_R05_2017_ENG_GB_438	EVS_R05_2017_GER_AT_478	EVS_R05_2017	Family	REQUEST	Q23d		For a successful marriage or partnership, please indicate how important is...	Wie wichtig ist Ihnen Folgendes für eine gute Ehe oder Partnerschaft?
EVS_R05_2017_ENG_GB_439	EVS_R05_2017_GER_AT_479	EVS_R05_2017	Family	REQUEST	Q23d		Sharing household chores	Die Hausarbeit teilen
EVS_R05_2017_ENG_GB_440	EVS_R05_2017_GER_AT_480	EVS_R05_2017	Family	RESPONSE	Q23d	1.0	very important	Sehr wichtig
EVS_R05_2017_ENG_GB_441	EVS_R05_2017_GER_AT_481	EVS_R05_2017	Family	RESPONSE	Q23d	2.0	rather important	Ziemlich wichtig
EVS_R05_2017_ENG_GB_442	EVS_R05_2017_GER_AT_482	EVS_R05_2017	Family	RESPONSE	Q23d	3.0	not very important	Nicht besonders wichtig
EVS_R05_2017_ENG_GB_443	EVS_R05_2017_GER_AT_483	EVS_R05_2017	Family	RESPONSE	Q23d	888.0	Don't know (spontaneous)	Weiß nicht (spontan)
EVS_R05_2017_ENG_GB_444	EVS_R05_2017_GER_AT_484	EVS_R05_2017	Family	REQUEST	Q23e		For a successful marriage or partnership, please indicate how important is...	Wie wichtig ist Ihnen Folgendes für eine gute Ehe oder Partnerschaft?
EVS_R05_2017_ENG_GB_445	EVS_R05_2017_GER_AT_485	EVS_R05_2017	Family	REQUEST	Q23e		Children	Kinder
EVS_R05_2017_ENG_GB_446	EVS_R05_2017_GER_AT_486	EVS_R05_2017	Family	RESPONSE	Q23e	1.0	very important	Sehr wichtig
EVS_R05_2017_ENG_GB_447	EVS_R05_2017_GER_AT_487	EVS_R05_2017	Family	RESPONSE	Q23e	2.0	rather important	Ziemlich wichtig
EVS_R05_2017_ENG_GB_448	EVS_R05_2017_GER_AT_488	EVS_R05_2017	Family	RESPONSE	Q23e	3.0	not very important	Nicht besonders wichtig
EVS_R05_2017_ENG_GB_449	EVS_R05_2017_GER_AT_489	EVS_R05_2017	Family	RESPONSE	Q23e	888.0	Don't know (spontaneous)	Weiß nicht (spontan)
EVS_R05_2017_ENG_GB_450	EVS_R05_2017_GER_AT_490	EVS_R05_2017	Family	REQUEST	Q23f		For a successful marriage or partnership, please indicate how important is...	Wie wichtig ist Ihnen Folgendes für eine gute Ehe oder Partnerschaft?
