sentence_number	batch	model	prompt	temperature	bertscore_precision	bertscore_recall	bertscore_f1	CHRF	COMET
0	4	ChatGPT 4	prompt1	0.6	0.8215030431747437	0.7867215871810913	0.8037362098693848	44.89533503704946	0.9076057076454163
1	4	ChatGPT 4	prompt1	0.6	0.9822677969932556	0.9869986176490784	0.9846275448799133	93.78232102883442	0.9308562278747559
2	4	ChatGPT 4	prompt1	0.6	0.8706847429275513	0.8543950319290161	0.8624629378318787	65.99624789767317	0.8766531944274902
3	4	ChatGPT 4	prompt1	0.6	0.8536964654922485	0.8008254766464233	0.8264161944389343	60.56417765218944	0.9125834703445435
4	4	ChatGPT 4	prompt1	0.6	0.8550270199775696	0.8493075966835022	0.8521577715873718	72.50298889109187	0.8695617318153381
5	4	ChatGPT 4	prompt1	0.6	0.8404167890548706	0.7411051392555237	0.787642776966095	42.70274456946094	0.46144846081733704
6	4	ChatGPT 4	prompt1	0.6	0.7702181935310364	0.8556026220321655	0.8106682896614075	76.9436765481658	0.6610744595527649
7	4	ChatGPT 4	prompt1	0.6	0.6783056855201721	0.7649574875831604	0.7190303206443787	57.108807705278885	0.5059404969215393
8	4	ChatGPT 4	prompt1	0.6	0.8477473258972168	0.7998191714286804	0.8230860829353333	64.67395077413666	0.9529666900634766
9	4	ChatGPT 4	prompt1	0.6	0.8627148270606995	0.8191616535186768	0.8403743505477905	57.94010800368915	0.9305104613304138
10	4	ChatGPT 4	prompt1	0.6	0.8241326808929443	0.8278310894966125	0.8259777426719666	38.40073304803419	0.844392716884613
11	4	ChatGPT 4	prompt1	0.6	1.0	1.0	1.0	100.0	0.9943715929985046
12	4	ChatGPT 4	prompt1	0.6	0.7179046869277954	0.7520740628242493	0.7345921993255615	56.46803598631509	0.7938289046287537
13	4	ChatGPT 4	prompt1	0.6	0.9093664884567261	0.9093664884567261	0.9093664884567261	71.3899043978964	0.836474597454071
14	4	ChatGPT 4	prompt1	0.6	0.9032649993896484	0.8607043027877808	0.8814712166786194	72.2478332738714	0.9255456924438477
15	4	ChatGPT 4	prompt1	0.6	0.9286923408508301	0.8980339169502258	0.9131059050559998	77.06368302203043	0.9357179999351501
16	4	ChatGPT 4	prompt1	0.6	0.939639151096344	0.9104636311531067	0.9248213171958923	79.24709022145319	0.9524208307266235
17	4	ChatGPT 4	prompt1	0.6	1.0	1.0	1.0	100.0	0.9820597171783447
18	4	ChatGPT 4	prompt1	0.6	0.8241326808929443	0.8278310894966125	0.8259777426719666	38.40073304803419	0.844392716884613
19	4	ChatGPT 4	prompt1	0.6	1.0	1.0	1.0	100.0	0.9943715929985046
20	4	ChatGPT 4	prompt1	0.6	0.8450024724006653	0.8136786818504333	0.8290448188781738	54.248806053486085	0.7448617815971375
21	4	ChatGPT 4	prompt1	0.6	0.8986186981201172	0.8467584252357483	0.8719181418418884	52.979950778351736	0.7363336682319641
